booking_id,listing_id,host_id,guest_name,guest_count,checkin_date,checkout_date,nights_booked,booking_status,booking_amount,booking_date,cleaning_fee,service_fee,created_at
32a02b85-43a5-457a-8a4a-710183404a3e,200002,100000,Sandra Berry,1,2024-12-21,2024-12-28,7,completed,679,2024-01-20,73.72,67.9,2024-12-04
a7c678aa-3330-4c4b-be70-d4b752df5bdb,200003,100000,Christopher Rodriguez,1,2025-06-11,2025-06-20,9,completed,1359,2023-12-27,70.23,135.9,2025-05-30
f2ee824d-e398-46c0-8411-f11b62958846,200004,100001,Nicole Jones,2,2024-10-20,2024-10-29,9,completed,2511,2024-04-06,66.15,251.1,2024-08-25
85676f56-26a0-4b39-a454-d017bebb3fbf,200004,100001,Joe Lindsey,4,2024-09-30,2024-10-04,4,completed,1116,2024-04-19,41.43,111.6,2024-08-18
28a8eaff-73fe-443e-8c77-2d65af2d78dd,200004,100001,Jennifer Warren,4,2025-08-18,2025-08-29,11,completed,3069,2024-12-18,94.77,306.9,2025-07-14
291c82c6-c326-4cd8-85b0-522c053154b0,200004,100001,Michelle Curry,1,2026-02-17,2026-03-01,12,completed,3348,2024-07-12,61.78,334.8,2026-01-07
97207213-8a6f-4df6-8af8-6fc84485a1f2,200004,100001,Carol Hodge,2,2025-07-28,2025-08-03,6,completed,1674,2023-09-24,39.23,167.4,2025-06-28
dfe1a9ba-ba95-4ea2-949b-751a3e1a888a,200004,100001,Benjamin Vang,3,2026-03-04,2026-03-16,12,completed,3348,2024-09-23,87.53,334.8,2026-01-19
a212e36a-e5a1-4665-a155-144bc803b783,200005,100001,Jennifer Bennett,1,2024-09-14,2024-09-21,7,confirmed,2849,2024-04-03,70.71,284.9,2024-08-24
34136d67-04e9-4e26-bb08-6301bd4454e7,200005,100001,Craig Smith,2,2024-07-05,2024-07-19,14,completed,5698,2023-12-04,85.9,569.8,2024-06-08
9370faa5-73bc-4da4-8c7c-17dcc13d749b,200005,100001,Bridget Grimes,2,2026-02-09,2026-02-20,11,completed,4477,2024-01-21,74.95,447.7,2026-01-29
39c1992c-516e-4d29-a2de-41d5da77280c,200005,100001,Jennifer Thomas,1,2025-11-03,2025-11-07,4,confirmed,1628,2024-06-04,29.08,162.8,2025-10-08
fac76fb8-e1e6-46e8-bd2c-54c890f0921c,200006,100001,John Owens,2,2026-05-19,2026-05-23,4,completed,408,2025-06-09,83.76,40.8,2026-05-17
2dd364c3-c567-412f-b64a-2f943b43a39d,200006,100001,Julie Perry,4,2025-04-01,2025-04-06,5,completed,510,2023-07-27,64.79,51.0,2025-03-02
77945796-316b-4be7-b9e2-41e1649df052,200006,100001,Stephanie Livingston,6,2024-12-24,2024-12-31,7,cancelled,714,2024-02-02,92.45,71.4,2024-11-26
8c1c3b51-3b44-4e3c-942c-4f15f9ed4e72,200006,100001,John Hughes,3,2025-04-03,2025-04-07,4,completed,408,2024-11-06,30.91,40.8,2025-03-23
c009975d-d64d-4c7f-b6a3-aef977245d07,200006,100001,Kyle Kelly,3,2026-04-25,2026-04-30,5,completed,510,2025-08-22,72.69,51.0,2026-03-05
41d6d654-8bf7-441b-9851-88e29da07afb,200006,100001,Timothy Melton,1,2025-08-19,2025-08-22,3,completed,306,2025-07-01,97.1,30.6,2025-07-08
4b524a91-e5c2-40db-9537-fb174793e73d,200006,100001,Corey Weeks,1,2024-08-08,2024-08-16,8,completed,816,2023-10-24,24.43,81.6,2024-06-18
6c34242e-0297-4575-b14c-293c108c2f54,200006,100001,Brianna Dawson MD,5,2024-06-25,2024-06-27,2,completed,204,2023-06-27,43.84,20.4,2024-06-04
ba244af0-838b-4c16-8736-98d45e8c865f,200007,100001,Joseph Johnson,7,2025-07-17,2025-07-19,2,completed,370,2024-04-26,91.74,37.0,2025-05-20
cc962e26-51f4-4e51-8b76-1a01fc39afe7,200007,100001,Julia Howell,2,2025-03-03,2025-03-14,11,confirmed,2035,2024-01-25,51.75,203.5,2025-01-19
ee5de6df-ba04-4ee5-82be-a1b59a43c9bf,200007,100001,Jose Martinez,3,2025-03-29,2025-04-12,14,completed,2590,2024-05-23,38.88,259.0,2025-02-10
5fb097c5-0964-4474-bd27-89457b267b1b,200007,100001,Dr. Andrew Maxwell,9,2026-01-27,2026-02-06,10,completed,1850,2025-11-13,94.63,185.0,2025-12-10
633f7669-6be1-470e-bbb2-e12a68d8b51e,200007,100001,Walter Fitzpatrick,10,2025-07-14,2025-07-23,9,confirmed,1665,2024-04-06,95.97,166.5,2025-06-01
e529d1fc-9173-42c4-9754-d3b9f6d983a6,200007,100001,Jessica Sharp,8,2025-02-28,2025-03-09,9,cancelled,1665,2024-01-11,90.77,166.5,2025-02-11
cca76c91-d3f5-4cfb-b4fc-e41bd37d339f,200008,100001,Thomas Davis,1,2024-10-06,2024-10-10,4,completed,360,2024-04-11,81.86,36.0,2024-08-28
04f82c41-c2d1-417f-9bd3-3e255ce0f108,200008,100001,Andrew Turner,7,2025-01-17,2025-01-23,6,confirmed,540,2023-09-29,66.75,54.0,2024-12-26
5d120920-9794-4406-bcf0-3a556643ae68,200008,100001,Cory Lloyd,6,2024-11-15,2024-11-22,7,completed,630,2023-10-13,79.52,63.0,2024-09-24
f13fc394-e8ff-4696-bf16-0cab17befef5,200008,100001,Dawn Moon,2,2025-05-14,2025-05-21,7,completed,630,2023-06-18,28.55,63.0,2025-04-30
71a5a422-53f3-4b52-9f5c-d45982d9ae47,200008,100001,Andrew Acosta,4,2024-08-07,2024-08-11,4,completed,360,2023-08-08,52.67,36.0,2024-07-20
a5b0de18-b578-4d6f-83df-4762f6ce6527,200008,100001,William Buckley,1,2024-12-04,2024-12-18,14,cancelled,1260,2024-07-05,59.23,126.0,2024-10-27
f24f13bd-beed-4b37-91e7-2e052716ebea,200008,100001,Joe Lam,1,2024-09-13,2024-09-19,6,completed,540,2024-04-02,45.32,54.0,2024-07-30
67583961-caaf-4103-b285-98fd3009e728,200009,100002,Tyler Ray,6,2026-04-08,2026-04-15,7,confirmed,2415,2025-10-16,39.71,241.5,2026-03-08
ff9ef3bf-2835-4e22-84d9-ae590a5c8b6c,200009,100002,Natalie Welch,2,2026-05-08,2026-05-13,5,completed,1725,2024-11-06,49.04,172.5,2026-03-12
ca13036a-1a5b-44a2-bf5c-6fc6aed18ae5,200009,100002,Michael Moran,3,2025-07-31,2025-08-12,12,completed,4140,2024-07-25,21.69,414.0,2025-07-07
de09fec7-ef75-40ad-83e3-e7ed3de95d0e,200009,100002,Kirk Mosley,6,2025-11-29,2025-12-09,10,completed,3450,2024-06-03,72.98,345.0,2025-11-26
edafd706-667a-46d9-8e2a-f4d4ebc1b647,200009,100002,John Murphy,6,2026-03-11,2026-03-12,1,completed,345,2025-08-16,39.17,34.5,2026-01-25
16fed578-5eaf-4069-bbcb-3bc000f3d6eb,200009,100002,Dr. Jared Crane MD,3,2025-02-05,2025-02-14,9,completed,3105,2024-01-04,71.12,310.5,2025-01-11
8126d90e-f2ec-41e0-8555-44efe9227826,200009,100002,Kristen Richard,6,2024-09-07,2024-09-19,12,confirmed,4140,2023-12-05,29.76,414.0,2024-08-14
321ca14d-2dc5-4ff3-881e-df1a68369eb8,200010,100002,Julie Hernandez,4,2026-05-02,2026-05-16,14,completed,1260,2023-11-18,51.08,126.0,2026-04-16
9c8a2020-a107-43f5-9a01-28dacc60d57a,200011,100003,Heidi Newton,5,2025-12-10,2025-12-17,7,completed,2625,2025-03-30,44.07,262.5,2025-10-11
2298fae5-4308-4dad-8ab2-36335f8b5e56,200011,100003,Brad Martin,4,2025-08-31,2025-09-14,14,completed,5250,2025-07-04,43.79,525.0,2025-07-13
08342dee-7051-4cc9-a3e2-19aa0b475ba3,200011,100003,Patricia Howe,3,2026-06-08,2026-06-22,14,completed,5250,2023-09-14,93.27,525.0,2026-04-12
fc8d61d8-e612-4325-9aa9-dcc615ab60a0,200012,100003,Jeffrey Perry,11,2025-05-21,2025-06-01,11,completed,2046,2023-07-11,52.5,204.6,2025-04-30
629a554a-1380-4a15-a341-d19c42cd2761,200013,100004,Bailey Young,2,2025-03-03,2025-03-04,1,completed,375,2024-07-04,85.86,37.5,2025-02-13
aa703d27-98a7-49bd-b19b-ae125cf7e91d,200013,100004,Leah Sullivan,7,2026-06-07,2026-06-15,8,confirmed,3000,2024-06-17,94.12,300.0,2026-05-07
65648103-a047-465e-9d6d-51e50ce18550,200013,100004,Robert Rogers,7,2025-01-25,2025-01-31,6,completed,2250,2024-09-24,90.14,225.0,2024-12-10
7e57d5d7-f1eb-4b11-ae02-cb690e14c0af,200013,100004,Sarah Garcia,3,2025-02-26,2025-03-12,14,completed,5250,2023-08-20,75.88,525.0,2025-02-19
925931e6-45ef-4add-81e2-cc518b3a8752,200013,100004,Brittany Patterson,6,2026-02-25,2026-03-06,9,cancelled,3375,2023-11-08,53.67,337.5,2026-02-20
bc37cf18-f481-4289-b5eb-592eefbce405,200013,100004,Rhonda Wong,9,2026-06-12,2026-06-24,12,confirmed,4500,2023-09-05,79.02,450.0,2026-04-20
373fafdc-85a4-4bbc-bff1-f0d33f89818f,200013,100004,Andrew Carter,1,2024-06-18,2024-06-26,8,cancelled,3000,2024-05-10,80.96,300.0,2024-05-04
17f0dd3a-006b-4ba3-a295-d4cb2deedc15,200014,100004,Tamara Graves,3,2025-03-28,2025-04-08,11,completed,2684,2024-11-16,70.41,268.4,2025-02-14
46ee2e6a-0a0a-4017-b4ed-14fa5e3e8cd1,200014,100004,Christopher Collins,3,2025-09-04,2025-09-17,13,completed,3172,2023-11-20,20.25,317.2,2025-07-24
5e20f5a4-1d89-420c-bf19-90091cc1437f,200014,100004,Angela Williams MD,5,2024-07-17,2024-07-21,4,confirmed,976,2023-11-14,45.1,97.6,2024-06-06
9d9867ba-f9ca-4d49-8aa6-e9e0a7329543,200014,100004,James Holder,3,2026-02-20,2026-02-22,2,completed,488,2023-12-02,39.97,48.8,2026-02-12
00662f70-2e24-4253-9fcc-e1fa8126a756,200014,100004,Lisa Fox,3,2025-01-10,2025-01-22,12,cancelled,2928,2024-10-05,87.76,292.8,2024-11-21
a713168c-c1eb-47e5-9dab-e0c8ec7b095f,200015,100004,Joel Phelps,3,2025-01-23,2025-02-03,11,completed,4400,2023-10-18,56.12,440.0,2024-12-27
a5fd9058-9150-4058-ad81-a8841d1b8a0b,200015,100004,Kayla Crawford,2,2025-10-29,2025-11-12,14,confirmed,5600,2024-05-30,40.85,560.0,2025-09-11
bf0ed2d0-184f-4e3f-8afb-1293887e50d9,200015,100004,James Morgan,3,2025-12-04,2025-12-15,11,completed,4400,2024-02-25,83.96,440.0,2025-10-27
bdd04a37-f111-41d4-91e7-42a861d88a52,200016,100004,Jesse Lynn,4,2025-12-08,2025-12-12,4,confirmed,1880,2024-10-05,49.41,188.0,2025-12-02
6c1e3226-8173-4c31-a0a2-8e1352dbc9d9,200016,100004,Robin Butler,4,2025-01-31,2025-02-07,7,completed,3290,2023-12-17,95.58,329.0,2024-12-05
c53dc2a2-30ae-49df-8b8c-85c2154f5da9,200016,100004,Mrs. Erin Allen,1,2026-02-23,2026-03-05,10,completed,4700,2024-02-04,95.85,470.0,2026-02-08
09305aae-2484-4957-9a42-178eb0e3ad55,200016,100004,Bobby Matthews,2,2025-12-15,2025-12-24,9,completed,4230,2023-12-17,92.55,423.0,2025-11-03
2e0728f0-2725-4a2f-bcac-2a73a0ed2f15,200016,100004,Jerry Hernandez,3,2024-10-09,2024-10-17,8,cancelled,3760,2023-08-14,76.1,376.0,2024-09-26
34530a05-f7aa-4e84-9868-32ed625e9416,200016,100004,Melissa Riley,4,2025-01-22,2025-01-25,3,confirmed,1410,2024-12-27,69.44,141.0,2025-01-18
663a5add-e035-49b5-83c5-905b5bd993b9,200016,100004,Bryan Newman,2,2025-06-26,2025-07-06,10,completed,4700,2025-06-19,27.12,470.0,2025-06-09
b846560e-5591-478d-ae1c-75f701faa49d,200016,100004,Laurie Pineda,1,2025-11-20,2025-11-26,6,completed,2820,2024-05-08,21.13,282.0,2025-11-09
f388483b-7a9d-48ba-997c-c8f29e6678c9,200016,100004,Andrew Moore,4,2026-05-13,2026-05-22,9,completed,4230,2024-04-10,86.18,423.0,2026-04-15
276e3133-a13b-41ba-9fec-0882e5f869a4,200016,100004,Andre Farrell,2,2025-03-12,2025-03-20,8,cancelled,3760,2023-12-30,77.09,376.0,2025-03-04
66cc67f7-eab5-45c5-9354-b121efab021b,200016,100004,Jonathan Barrett,3,2025-04-15,2025-04-19,4,completed,1880,2024-04-21,43.04,188.0,2025-02-18
0930c317-47aa-48b5-97a0-28608576fb99,200016,100004,Erica Anderson,2,2026-02-15,2026-02-23,8,completed,3760,2024-11-06,54.5,376.0,2026-01-21
f62bf002-4b1a-4a7a-8ac1-970650fa5fca,200017,100005,Jennifer Edwards,1,2026-01-16,2026-01-20,4,confirmed,632,2025-11-14,99.62,63.2,2025-12-08
150286af-3f23-45f0-b193-ecf1d6986d49,200017,100005,Adrienne Logan,1,2026-04-22,2026-04-27,5,completed,790,2024-07-11,53.47,79.0,2026-03-06
ec55009c-ae51-41cf-a5f2-d7db8291c1ad,200017,100005,Shawn Cook,1,2025-05-05,2025-05-12,7,completed,1106,2023-07-20,22.3,110.6,2025-03-15
4eeb3c78-eb66-45ae-b8ed-6971c0ae79ff,200017,100005,Jose Simpson,2,2026-05-04,2026-05-09,5,cancelled,790,2024-08-22,92.59,79.0,2026-04-18
0cace18d-1270-43a6-8948-0f28ede5503c,200018,100005,Christopher Johnson,11,2026-05-22,2026-05-28,6,completed,1830,2023-07-02,71.78,183.0,2026-04-14
9eb3f24a-13a9-452c-b552-fa9f778bbee2,200018,100005,Grant Mendez,8,2025-10-20,2025-10-22,2,completed,610,2024-11-22,30.66,61.0,2025-10-19
5f827c74-fbcd-4fef-82bd-84bd41f8f7e7,200018,100005,Raymond Costa,7,2024-06-19,2024-06-25,6,confirmed,1830,2023-09-04,74.95,183.0,2024-05-05
05336735-95de-4f2b-a415-95949ed49f76,200018,100005,Michael Hodge,7,2024-11-27,2024-12-09,12,completed,3660,2024-07-14,78.89,366.0,2024-11-02
349f37f1-1a61-4101-9c9c-16ea415174fa,200018,100005,Stacy Chaney,2,2025-01-15,2025-01-20,5,confirmed,1525,2024-10-05,64.56,152.5,2025-01-10
6036395f-2ead-4f51-8f7a-19fa30ec99cb,200018,100005,Jessica Dodson,4,2026-06-06,2026-06-07,1,completed,305,2023-08-18,57.67,30.5,2026-05-15
007b0746-f285-4280-80f2-bc4a89474bfc,200019,100005,Leslie Roberts,3,2025-06-05,2025-06-11,6,completed,1110,2025-01-25,97.38,111.0,2025-04-27
95f28bcc-0d52-4f5b-9dae-617d042d3490,200019,100005,Gary Russell,3,2025-06-06,2025-06-16,10,confirmed,1850,2024-10-17,84.79,185.0,2025-04-21
75f0ceb1-5c3f-4480-9301-a977fe67e10a,200019,100005,Ronald Butler,3,2026-02-22,2026-02-23,1,completed,185,2025-06-07,69.57,18.5,2026-02-05
de4db53d-35f0-447d-b3d3-dc28836aeecd,200019,100005,Laura Leblanc,3,2026-05-28,2026-06-02,5,confirmed,925,2025-12-21,49.67,92.5,2026-05-02
42e0167e-0e11-4dd6-8118-bd0c731e3f14,200020,100006,Eric Pearson,5,2024-12-07,2024-12-16,9,completed,3888,2023-07-18,34.35,388.8,2024-12-04
f8c22296-59d5-467f-bcd7-9a8dff5c2e86,200020,100006,Tanner King,4,2026-03-13,2026-03-16,3,completed,1296,2024-08-03,94.43,129.6,2026-02-08
f51d884a-bdff-4cb9-9b83-c750e4339d40,200020,100006,Amanda Crane,1,2024-06-20,2024-06-28,8,completed,3456,2023-12-09,45.39,345.6,2024-06-11
b2c093e4-6c80-4e12-8913-8f6f9539195a,200020,100006,Jeffrey Benjamin,2,2024-12-19,2024-12-28,9,completed,3888,2024-01-16,40.83,388.8,2024-11-21
018d217a-2be0-4fe1-9755-db9bc8f08f09,200020,100006,Kimberly Butler,2,2025-08-06,2025-08-12,6,completed,2592,2025-08-05,59.94,259.2,2025-08-03
9de16f0c-eadb-4410-ac46-19acf5a65870,200021,100006,Rebecca Bowman,6,2026-04-22,2026-05-06,14,confirmed,2268,2024-10-05,48.85,226.8,2026-04-04
3f82d2c8-56c4-419c-9bba-356951abed5c,200021,100006,Amber Zhang,3,2026-02-04,2026-02-11,7,completed,1134,2024-05-14,69.03,113.4,2026-01-16
057a8c15-d226-4bb0-8ca0-75c639f139ed,200021,100006,Donna Wilson,3,2025-08-05,2025-08-18,13,completed,2106,2024-06-16,61.36,210.6,2025-06-06
a73adc58-f449-4e16-9cc4-0ccf068392e5,200021,100006,Kristina Murphy DDS,2,2026-06-05,2026-06-12,7,completed,1134,2024-04-24,45.24,113.4,2026-04-08
c5c67f29-0305-46bc-8f34-72e9a5e5f0d7,200021,100006,Angela Lucas,2,2024-06-28,2024-07-06,8,completed,1296,2024-06-19,64.45,129.6,2024-05-10
a8ffba22-006c-45a1-bc8f-4c5356201470,200022,100007,Carlos Curry,2,2025-06-24,2025-07-05,11,completed,1408,2024-01-04,24.26,140.8,2025-05-14
b454dff8-a251-4a75-82e5-5ed8141277b6,200022,100007,Megan Perry,1,2024-10-26,2024-10-29,3,completed,384,2024-05-14,34.65,38.4,2024-10-22
1713f000-52aa-404e-8d56-8940651158b7,200022,100007,Heather Hubbard,1,2024-11-22,2024-11-30,8,confirmed,1024,2024-01-28,76.48,102.4,2024-11-05
21a24a11-07fa-447c-998d-dcc0226dc15c,200022,100007,Miss Margaret Jones MD,2,2025-02-12,2025-02-19,7,completed,896,2023-09-20,23.26,89.6,2025-02-04
c0aaf2a1-76f8-4db0-a5b8-a65d7dd26848,200022,100007,Tiffany Jones,2,2026-04-10,2026-04-16,6,completed,768,2024-08-10,56.62,76.8,2026-02-23
04bcc6e5-c24d-4b1e-9fa2-2580485a67c4,200023,100007,Jerry Martinez,3,2024-11-03,2024-11-05,2,completed,164,2024-08-06,29.89,16.4,2024-09-09
36716d71-3adb-4289-be6a-0011fd8b0e8e,200023,100007,Karen Mendez,5,2025-06-13,2025-06-15,2,cancelled,164,2025-02-17,34.45,16.4,2025-05-30
1eeb7166-3011-4c75-ab3b-c01c7d5a5727,200023,100007,Brandon Thompson,9,2024-08-20,2024-08-23,3,completed,246,2023-11-12,85.81,24.6,2024-07-03
206b4abd-4280-4b4e-b490-e425b586301e,200023,100007,Molly Bartlett,10,2025-08-14,2025-08-24,10,completed,820,2023-10-30,36.99,82.0,2025-06-17
fced4b73-59a8-44c3-bcca-fdde07066780,200024,100007,Glenn Boyd,5,2024-08-05,2024-08-06,1,completed,333,2023-11-15,34.45,33.3,2024-07-02
679c76b6-55cc-4d41-b4ae-5c4bce459a41,200024,100007,Nicole Bell MD,4,2025-06-23,2025-06-25,2,completed,666,2024-04-15,74.15,66.6,2025-06-07
1ea55748-09ce-4741-8203-2b72b8c8dd85,200024,100007,Ashley Hunt,3,2026-02-22,2026-02-28,6,completed,1998,2025-03-04,74.5,199.8,2026-02-20
c8fbf247-8078-4ab7-814d-ad1aa90862b8,200024,100007,Marc Webb,4,2024-11-28,2024-12-09,11,completed,3663,2024-09-15,49.88,366.3,2024-11-20
1ebe2f08-377a-4e0d-af6e-6ce476e4fb5e,200024,100007,Vanessa Garner,3,2026-01-18,2026-01-20,2,cancelled,666,2025-07-24,32.3,66.6,2025-11-25
c2ca38e7-b63d-4f94-b376-548b995c0760,200024,100007,Jasmine Day,4,2025-08-23,2025-08-25,2,completed,666,2024-04-22,56.32,66.6,2025-07-24
bee81b83-4003-487c-bd5c-3dbcc56f5286,200025,100007,Jesse Smith,1,2026-05-17,2026-05-22,5,cancelled,2215,2024-12-21,46.35,221.5,2026-04-08
8ef7ca5e-8811-4898-b716-6581d9d17c62,200026,100008,Taylor Wong MD,3,2024-06-30,2024-07-01,1,completed,282,2024-05-08,96.07,28.2,2024-05-19
e2745197-5fd4-44b8-a8f9-c03def00669a,200026,100008,Shannon Miller,3,2024-06-22,2024-06-28,6,completed,1692,2024-05-10,92.55,169.2,2024-05-06
ada5c8b6-79b4-4ed9-8a4a-fe38425f4463,200026,100008,Kristina Wilson,1,2024-08-30,2024-09-12,13,cancelled,3666,2023-10-01,36.91,366.6,2024-07-24
7538cf23-0301-49bc-919f-0032ccbdacfe,200026,100008,Zachary Swanson MD,3,2025-06-19,2025-06-20,1,completed,282,2024-10-15,42.64,28.2,2025-04-28
ca5fef29-79d6-4729-8122-601f33e4d8b9,200027,100009,Russell Stewart,2,2026-03-08,2026-03-21,13,completed,5720,2024-10-14,63.77,572.0,2026-03-04
b22c5ee6-d69a-4821-8139-793a6de4f41a,200027,100009,Elaine Trevino,2,2025-08-08,2025-08-18,10,cancelled,4400,2023-09-11,51.91,440.0,2025-07-14
b547a06e-ca17-4655-ac56-7fc14fa6e00d,200027,100009,Victor Taylor,7,2026-06-16,2026-06-19,3,completed,1320,2024-07-23,27.14,132.0,2026-05-31
274441a6-8994-40b0-94c8-0357b7d2f477,200027,100009,Christian Morgan,3,2026-03-12,2026-03-26,14,confirmed,6160,2025-03-19,51.08,616.0,2026-02-26
753d4fa8-3f07-4107-9255-944a17610b91,200027,100009,Helen Jimenez,3,2024-08-13,2024-08-20,7,completed,3080,2024-02-05,29.65,308.0,2024-07-25
6f6adc63-7cdf-4748-9509-de5149330849,200027,100009,William Murphy,7,2025-04-29,2025-05-07,8,completed,3520,2024-12-21,78.87,352.0,2025-03-08
c36243d5-d0fb-4e82-8c9d-79eab5951f19,200027,100009,Tara Morrison,3,2024-08-28,2024-09-02,5,completed,2200,2023-09-03,48.72,220.0,2024-07-01
6d8b3d25-d174-4415-b33e-a9c80e0da448,200027,100009,William Tate,6,2025-03-25,2025-03-27,2,completed,880,2024-02-20,61.01,88.0,2025-01-30
aa8d0c98-ed5f-48a3-9e2c-83942b8548b2,200028,100009,Kenneth Aguilar,7,2026-05-08,2026-05-16,8,completed,2472,2023-10-18,58.12,247.2,2026-04-09
cd7aab7f-9f7d-4ec7-b8f8-776e3b0b010a,200029,100009,Eric Hodges,7,2024-12-13,2024-12-23,10,cancelled,4480,2024-08-11,27.22,448.0,2024-11-04
c3bb893b-f2ad-4191-ac6b-2a218b98ae24,200029,100009,Robin Dunn,6,2026-05-27,2026-06-03,7,completed,3136,2025-11-30,69.11,313.6,2026-04-05
6cbab156-dcc4-4c19-ad8f-a0bc3281498d,200029,100009,Elizabeth Tran,7,2026-04-23,2026-04-30,7,completed,3136,2024-09-22,27.44,313.6,2026-03-13
94985907-e3a9-47fc-84f4-b9e9e6bf726f,200029,100009,Nicole Williams,8,2024-09-03,2024-09-12,9,completed,4032,2024-05-09,74.12,403.2,2024-08-12
d6e54cd1-4930-4280-b34d-d3ac7bbae5ff,200029,100009,Debra Williams,3,2024-08-28,2024-09-08,11,completed,4928,2023-08-10,94.45,492.8,2024-07-15
c1b27af8-9fb7-4c81-9174-cd3c473e7233,200029,100009,Leah Rodriguez,9,2024-08-29,2024-09-07,9,completed,4032,2024-06-22,26.72,403.2,2024-07-19
e5b3fdad-7b19-4dd4-aa2b-de5053c7f78c,200030,100010,Isaac Weaver,2,2024-07-20,2024-07-28,8,completed,472,2024-01-09,92.58,47.2,2024-06-22
48a15cbd-f88b-4f70-b19d-154663aaf0ca,200030,100010,Kristina Bauer,3,2024-10-18,2024-10-26,8,completed,472,2023-08-20,98.73,47.2,2024-09-28
8dd047fc-29cd-478b-840d-368c129e8a53,200030,100010,Matthew Carroll,5,2025-03-03,2025-03-14,11,completed,649,2023-09-06,87.32,64.9,2025-01-04
f53efd35-eb0a-409f-8762-d6219fc2538e,200030,100010,Julie Daniel,5,2025-10-19,2025-10-28,9,completed,531,2023-12-31,65.48,53.1,2025-09-21
f71c3d53-942b-4720-8571-81091b1bb5f9,200030,100010,Samantha Fleming,1,2024-10-26,2024-11-04,9,completed,531,2023-12-20,61.07,53.1,2024-10-21
43233615-fcad-456d-b47f-25e215974dc1,200031,100011,Joseph Nelson,4,2025-04-29,2025-05-08,9,completed,711,2025-02-24,27.56,71.1,2025-04-01
